,Name,Address,Upřesnění polohy,Telefon,Příjem,Cena za samoodběr,Způsob rezervace,Odkaz na rezervační systém,DRIVE-IN,Calendar
174,Lab In - Institut laboratorní medicíny Karlovy Vary - odběrové místo,"Bezručova 1098/10, 360 01 Karlovy Vary","Bezručova 1098/10, 360 01 Karlovy Vary",778726206,Osoby se žádankou i samoplátce,,Přes webové stránky,www.labin.cz,Ne,Út 31.8.   Volná kapacita1 z 49     St 1.9.   Volná kapacita11 z 58     Čt 2.9.   Maximální kapacita     Pá 3.9.   Volná kapacita2 z 48     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 37 z 40
175,LabIn - institut laboratorní medicíny - odběrové místo Mariánské lázně,"Komenského 515/6, 353 01 Mariánské Lázně",Poliklinika Vrbičky,778726206,Osoby se žádankou i samoplátce,,www.labin.cz,www.labin.cz,Ne,Út 31.8.   Volná kapacita19 z 69     St 1.9.   Volná kapacita 62 z 77     Čt 2.9.   Zavřeno     Pá 3.9.   Volná kapacita 67 z 81     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 88 z 90
176,Léčebné lázně Mariánské Lázně a.s. - odběrové místo Villa Butterfly,"Hlavní 655, Mariánské Lázně","Villa Butterfly, Hlavní 655 (boční vchod),",702229084,Samoplátce,,Telefonicky,,Ne,Út 31.8.   Maximální kapacita     St 1.9.   Maximální kapacita     Čt 2.9.   Maximální kapacita     Pá 3.9.   Maximální kapacita     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Maximální kapacita
177,NZZ Garant-Service group,"Letiště Karlovy Vary, 360 01 Karlovy Vary",Letiště Karlovy Vary na parkovišti za sochou J. Gagarina,602832126,Samoplátce,,přes rezervační systém a telefonicky,garant-service-group-s-r-o.reservio.com,Ano,Út 31.8.   Maximální kapacita     St 1.9.   Maximální kapacita     Čt 2.9.   Maximální kapacita     Pá 3.9.   Maximální kapacita     So 4.9.   Maximální kapacita     Ne 5.9.   Zavřeno     Po 6.9.   Maximální kapacita
178,PREVEDIG medical - Sokolov,"K.H.Borovského 1927, 356 01 Sokolov",OD URAL,270005756,Osoby se žádankou i samoplátce,,online,testynacovid.cz,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Žádná data
179,11 OT AČR,"Krkonošská 150, 543 01 Vrchlabí",mezi prodejnou T-Mobile a Českou poštou,603581530,Osoby se žádankou i samoplátce,,,www.scimed.cz,Ne,Út 31.8.   Volná kapacita 80 z 149     St 1.9.   Volná kapacita 123 z 149     Čt 2.9.   Volná kapacita 126 z 149     Pá 3.9.   Volná kapacita 79 z 97     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 136 z 149
180,Fakultní nemocnice Hradec Králové - Odběrové místo,"Sokolská 581, 500 05 Hradec Králové - Nový Hradec Králové","v zadní části areálu, příjezd ulicí Třebešská. Pro pěší je příchod vyznačen od pěší i hlavní vrátnice.",495836010,Osoby se žádankou i samoplátce,,rezervační systém,reservatic.com,Ano,Út 31.8.   Volná kapacita36 z 630     St 1.9.   Volná kapacita 298 z 500     Čt 2.9.   Volná kapacita 312 z 500     Pá 3.9.   Volná kapacita 306 z 500     So 4.9.   Volná kapacita 510 z 630     Ne 5.9.   Volná kapacita 564 z 630     Po 6.9.   Volná kapacita 442 z 500
181,"MeDiLa spol. s r.o., odběrové místo Hradec Králové","Ulrichovo náměstí 733, Hradec Králové, 50002","Ulrichovo náměstí 733, Hradec Králové, 50002",,Osoby se žádankou i samoplátce,,Rezervační systém,reservatic.com,Ne,Út 31.8.   Volná kapacita22 z 180     St 1.9.   Volná kapacita 118 z 180     Čt 2.9.   Volná kapacita 90 z 180     Pá 3.9.   Volná kapacita 116 z 180     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 152 z 180
182,"Městská nemocnice a.s., Dvůr Králové nad Labem",Vrchlického 1504 Dvůr Králové nad Labem 54401,"u vjezdu do areálu, drive-in",777302992,,,https://reservatic.com/cs/public_services/mestska-nemocnice-dvur-kralove-nad-labem,,Ano,Út 31.8.   Volná kapacita28 z 75     St 1.9.   Volná kapacita 71 z 75     Čt 2.9.   Zavřeno     Pá 3.9.   Volná kapacita 71 z 75     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Zavřeno
183,"Oblastní nemocnice Jičín, a.s.","Bolzánova ulice 512, 506 01 Jičín","Bolzanova ul., příjezd do drive-in z téže ulice",493582229,Osoby se žádankou i samoplátce,,nutné objednání on-line na webu nemocnice,reservatic.com,Ano,Út 31.8.   Volná kapacita99 z 315     St 1.9.   Volná kapacita 135 z 270     Čt 2.9.   Volná kapacita 171 z 270     Pá 3.9.   Volná kapacita 165 z 270     So 4.9.   Volná kapacita111 z 270     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 195 z 270
184,"Oblastní Nemocnice Náchod a.s., nemocnice Náchod","Purkyňova 446, 547 01 Náchod",příjezd vlastním vozem „drive-in“ do dolního areálu nemocnice,607029093,Osoby se žádankou i samoplátce,,on-line,www.nemocnicenachod.cz,Ano,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
185,"Oblastní Nemocnice Náchod a.s., nemocnice Rychnov nad Kněžnou","Jiráskova 506, 516 23 Rychnov nad Kněžnou",Odběrové místo – modrá unimo buňka – se nachází na parkovišti před areálem nemocnice ve směru od železniční trati /světelná křižovatka/.,607066175,Osoby se žádánkou (od lékaře/KHS),,Online na webu nemocnice Rychnov nad Kněžnou,oblastni-nemocnice-nachod-a-s-rk.reenio.cz,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
186,Oblastní nemocnice Trutnov,"Maxima Gorkého 77, Trutnov 541 01","Příjezd vlastním vozem „drive-in“ z ulice M. Majerové, nevystupovat z auta.",727839502,Osoby se žádankou i samoplátce,,Web - rezervační systém,reservatic.com,Ano,Út 31.8.   Volná kapacita153 z 429     St 1.9.   Volná kapacita 279 z 429     Čt 2.9.   Volná kapacita 318 z 429     Pá 3.9.   Volná kapacita 285 z 429     So 4.9.   Maximální kapacita     Ne 5.9.   Volná kapacita 366 z 429     Po 6.9.   Volná kapacita 369 z 429
187,Odběrové místo Scimed - parkoviště UHK,"Hradecká 1227/4, Hradec Králové, 500 03",Parkoviště UHK,734436406,Osoby se žádankou i samoplátce,,,reservatic.com,Ano,Út 31.8.   Volná kapacita 272 z 403     St 1.9.   Volná kapacita 364 z 403     Čt 2.9.   Volná kapacita 379 z 403     Pá 3.9.   Volná kapacita 242 z 263     So 4.9.   Volná kapacita 247 z 263     Ne 5.9.   Volná kapacita 396 z 403     Po 6.9.   Volná kapacita 395 z 403
188,"PREVEDIG medical, s.r.o. - odběrové místo OC Orlice Hradec Králové","Víta Nejedlého 1063, 500 03 Hradec Králové",parkoviště u OC Orlice,725720001,Osoby se žádankou i samoplátce,,Přes webové stránky,www.staynegative.cz,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Žádná data
189,SYNLAB Hradec Králové - mobilní odběrové místo letiště,"Letiště 98, Hradec Králové",,,Osoby se žádankou i samoplátce,,Přes webové stránky,rezervace-synlab.cz,Ano,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Žádná data
190,GenDetective s.r.o. - odběrové místo Liberec,"České mládeže 456, 460 03 Liberec",,731099730,Osoby se žádankou i samoplátce,,Web,skoly.labservice.cz,Ano,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
191,"Krajská nemocnice Liberec, a.s. - Odběrové místo","Husova 10, Liberec","Odběry PCR testy se nyní nachází v prostorách parkoviště za budovou K (odd. infekce, kožní) v Husově ulici. Vstup je pouze pro pěší, není umožněn vjezd autem.",778421599,Osoby se žádankou i samoplátce,,na webových stránkách,www.nemlib.cz,Ne,Út 31.8.   Volná kapacita 55 z 96     St 1.9.   Volná kapacita 76 z 96     Čt 2.9.   Volná kapacita 63 z 96     Pá 3.9.   Volná kapacita 75 z 96     So 4.9.   Zavřeno     Ne 5.9.   Volná kapacita 126 z 144     Po 6.9.   Volná kapacita 86 z 96
192,Léčebna respiračních nemocí Cvikov - odběrové místo,"Ústavní 529, 471 54 Cvikov II",,,,,rezervant,kraj-lbc.cz,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
193,"MeDiLa spol. s r.o., odběrové místo Turnov zimní stadion","Markova 311, 511 01 Turnov","Kulturní centrum Střelnice, boční vchod",800888250,Osoby se žádankou i samoplátce,,Přes webové stránky,reservatic.com,Ne,Út 31.8.   Volná kapacita20 z 108     St 1.9.   Volná kapacita 90 z 108     Čt 2.9.   Volná kapacita50 z 108     Pá 3.9.   Zavřeno     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 84 z 108
194,"MMN, a.s., nemocnice Jilemnice","Metyšova 465, 514 01 Jilemnice",Naproti poliklinice,481551111,,,web a tel,www.nemjil.cz,Ne,Út 31.8.   Maximální kapacita     St 1.9.   Zavřeno     Čt 2.9.   Volná kapacita6 z 108     Pá 3.9.   Volná kapacita4 z 108     So 4.9.   Volná kapacita6 z 108     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita10 z 108
195,"MMN, a.s., nemocnice Semily - odběrové místo","3.května 421, Semily",Bílý pavilon,481661304,Osoby se žádánkou (od lékaře/KHS),,"ELEKTRONICKY, TELEFONICKY",merchant.reservanto.cz,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
196,Nemocnice Česká Lípa - Odběrové místo,"Purkyňova 1849, Česká Lípa 470 01",Areaál NsP Česká Lípa za budovou OHS -bývylý skleník,739500430,Osoby se žádankou i samoplátce,,elektronický objednávkový systém,www.nemcl.cz,Ne,Út 31.8.   Maximální kapacita     St 1.9.   Volná kapacita 24 z 48     Čt 2.9.   Volná kapacita 27 z 48     Pá 3.9.   Volná kapacita9 z 48     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 33 z 48
197,"Nemocnice Jablonec nad Nisou, p.o.","Nemocniční 15, 466 01 Jablonec nad Nisou","Odběrová místnost se nachází v areálu nemocnice, vlevo od hlavního vchodu do nemocnice. Místo je viditelně označeno.",,Osoby se žádánkou (od lékaře/KHS),,Elektronicky,www.nemjbc.cz,Ne,Út 31.8.   Volná kapacita78 z 240     St 1.9.   Volná kapacita93 z 240     Čt 2.9.   Volná kapacita100 z 240     Pá 3.9.   Volná kapacita98 z 240     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita113 z 240
198,Staff Advance s.r.o. - odběrové místo Liberec,"Masarykova 699/9, 460 01 Liberec",,,,,,,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
199,SYNLAB Liberec - mobilní odběrové místo,"Jeronýmova 570, Liberec",Pouze DRIVE-IN - HomeCredit Aréna,,Osoby se žádankou i samoplátce,,Přes webové stránky,rezervace-synlab.cz,Ano,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Žádná data
200,Zdravotní ústav se sídlem v Ústí nad Labem - Odběrové místo Liberec,"U Sila 1139, 4311 Liberec",https://mapy.cz/zakladni?vlastni-body&x=15.0813271&y=50.7525809&z=19&ut=Nov%C3%BD%20bod&uc=95uXkx1lVu&ud=15%C2%B04%2752.314%22E%2050%C2%B045%278.989%22N,724526885,Osoby se žádánkou (od lékaře/KHS),,Přes webové stránky,www.zuusti.cz,Ne,Út 31.8.   Zavřeno     St 1.9.   Zavřeno     Čt 2.9.   Maximální kapacita     Pá 3.9.   Volná kapacita 12 z 12     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Zavřeno
201,Ambulance Pacanovský s.r.o. - odběrové místo Ostrava Poruba,"Hlavní třída 1023/55, Ostrava - Poruba",100 m směrem dolů od kruhového objezdu v Ostravě - Porubě na Hlavní třídě,739641501,Osoby se žádankou i samoplátce,,Rezervační systém a telefonicky,reservatic.com,Ne,Út 31.8.   Maximální kapacita     St 1.9.   Maximální kapacita     Čt 2.9.   Maximální kapacita     Pá 3.9.   Maximální kapacita     So 4.9.   Maximální kapacita     Ne 5.9.   Maximální kapacita     Po 6.9.   Maximální kapacita
202,"Bohumínská městská nemocnice, a.s.","Slezská 207, 735 81 Bohumín – Starý Bohumín","Mobilní stan se dvěma unimo buňkami je umístěn v areálu nemocnice. Vjezd i výjezd je z ulice Ovocná, trasa je označena informačními cedulemi.",730574697,Osoby se žádankou i samoplátce,,"reservatic, samoplátce - sekretariat@nembo.cz",reservatic.com,Ano,Út 31.8.   Zavřeno     St 1.9.   Volná kapacita1 z 16     Čt 2.9.   Zavřeno     Pá 3.9.   Maximální kapacita     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 8 z 16
203,CGB laboratoř a.s. - odběrové místo Ostrava Opavská,Opavská 962/39,Zadní parkoviště za poliklinikou světle modrá budova,602751422,Osoby se žádankou i samoplátce,,"Rezervatic, telefonicky",reservatic.com,Ne,Út 31.8.   Volná kapacita 870 z 978     St 1.9.   Volná kapacita 944 z 978     Čt 2.9.   Volná kapacita 942 z 978     Pá 3.9.   Volná kapacita 946 z 978     So 4.9.   Volná kapacita 500 z 504     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 970 z 978
204,Fakultní nemocnice Ostrava,"17. listopadu 1790/5, 708 52 Ostrava-Poruba","COVID CENTRUM FNO – vjezd z ulice K Myslivně, více informací na: www.fno.cz",703168466,Osoby se žádankou i samoplátce,,web FNO,reservatic.com,Ne,Út 31.8.   Volná kapacita 572 z 976     St 1.9.   Volná kapacita 839 z 976     Čt 2.9.   Volná kapacita 851 z 976     Pá 3.9.   Volná kapacita 878 z 976     So 4.9.   Volná kapacita 891 z 976     Ne 5.9.   Volná kapacita 895 z 976     Po 6.9.   Volná kapacita 933 z 976
205,"Lázně Darkov, a.s","Čsl. armády 2954/2, 733 12 Karviná - Hranice","Budova A, boční vchod",596372392,Osoby se žádankou i samoplátce,,OBJEDNÁVKOVÝ SYSTÉM,reservatic.com,Ne,Út 31.8.   Zavřeno     St 1.9.   Volná kapacita 27 z 48     Čt 2.9.   Zavřeno     Pá 3.9.   Volná kapacita 33 z 48     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Zavřeno
206,Městská nemocnice Ostava - Fifejdy PCR,"Varenská 5, Ostrava",Mobilní stan se dvěma unimobuňkami za správní budovou v areálu nemocnice. Vjezd do areálu je určen z ulice Varenská a výjezd na ulici Hornopolní. Cesta do areálu i ven je označena šipkami.,596194877,Osoby se žádankou i samoplátce,,"přes centrální rezervační systém Reservatic, firmy e mailem:olga.hasakova@mnof.cz",reservatic.com,Ano,Út 31.8.   Volná kapacita312 z 804     St 1.9.   Volná kapacita 600 z 804     Čt 2.9.   Volná kapacita 615 z 804     Pá 3.9.   Volná kapacita 642 z 804     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 741 z 804
207,Nemocnice AGEL Bruntál - odběrové místo,"Nádražní 29, Bruntál",Vpravo od hlavního vstupu do budovy nemocnice (směr Transfúzní služba),606668240,Osoby se žádánkou (od lékaře/KHS),,,,Ne,Út 31.8.   Volná kapacita1 z 44     St 1.9.   Volná kapacita9 z 44     Čt 2.9.   Volná kapacita 22 z 44     Pá 3.9.   Volná kapacita10 z 44     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 32 z 44
208,Nemocnice AGEL Český Těšín,"Ostravská 783, 73701 Český Těšín",Budova B,558769236,Osoby se žádankou i samoplátce,,přes rezervační systém,nemocniceceskytesin.agel.cz,Ne,Út 31.8.   Zavřeno     St 1.9.   Volná kapacita 97 z 144     Čt 2.9.   Zavřeno     Pá 3.9.   Volná kapacita 95 z 144     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 133 z 144
209,"Nemocnice Nový Jičín, a. s.","Purkyňova 2138/16, 741 01, Nový Jičín","budova interního pavilonu č. 5 – plicní oddělení, 3. patro, vstup zadním vchodem (výtah), značeno Odběrová místnost",601173251,Osoby se žádánkou (od lékaře/KHS),,webové stránky,reservatic.com,Ne,Út 31.8.   Volná kapacita6 z 63     St 1.9.   Volná kapacita12 z 62     Čt 2.9.   Volná kapacita13 z 63     Pá 3.9.   Volná kapacita10 z 39     So 4.9.   Volná kapacita9 z 61     Ne 5.9.   Volná kapacita13 z 61     Po 6.9.   Volná kapacita10 z 39
210,"Nemocnice s poliklinikou Havířov, p.o.","Dělnická 1132/24, Město, 736 01 Havířov","U budovy infekčního pavilonu, vstup z ulice Moskevská.",596491774,Osoby se žádankou i samoplátce,,telefonicky na: 596 491 773 nebo na 596 491 774,reservatic.com,Ne,Út 31.8.   Volná kapacita22 z 160     St 1.9.   Volná kapacita75 z 160     Čt 2.9.   Volná kapacita74 z 160     Pá 3.9.   Volná kapacita 99 z 160     So 4.9.   Volná kapacita45 z 100     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 125 z 160
211,"Nemocnice s poliklinikou Karviná, p. o.","Vydmuchov 399/5, 734 01 Karviná-Ráj","Zadní vrátnice NsP Karviná-Ráj, p.o.",735764885,Osoby se žádánkou (od lékaře/KHS),,reservatic,reservatic.com,Ano,Út 31.8.   Volná kapacita 149 z 268     St 1.9.   Volná kapacita 224 z 268     Čt 2.9.   Volná kapacita 238 z 268     Pá 3.9.   Volná kapacita 216 z 268     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 249 z 268
212,"Nemocnice Třinec, p.o.","Kaštanová 268, Dolní Líštná, 739 61 Třinec",,+420558309142,Osoby se žádánkou (od lékaře/KHS),,,reservatic.com,Ano,Út 31.8.   Maximální kapacita     St 1.9.   Volná kapacita60 z 156     Čt 2.9.   Volná kapacita 88 z 156     Pá 3.9.   Volná kapacita58 z 156     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 124 z 156
213,"Nemocnice ve Frýdku-Místku, p.o.","El. Krásnohorské 321, Frýdek, 738 01 Frýdek-Místek",budova R 1. NP,558415399,Osoby se žádankou i samoplátce,,Přes webové stránky,reservatic.com,Ne,Út 31.8.   Volná kapacita465 z 1296     St 1.9.   Volná kapacita102 z 378     Čt 2.9.   Volná kapacita 369 z 702     Pá 3.9.   Volná kapacita 366 z 636     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 606 z 702
214,NL - BioLAB - odběrové místo letiště Ostrava Mošnov,"Mošnov 347, 742 51 Mošnov","Parkoviště Letiště Ostrava, parkoviště P3",317070875,Osoby se žádankou i samoplátce,,"telefonicky na č. 317-070-875, nebo on-line",reservatic.com,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
215,"PREVEDIG medical, s.r.o. - Odběrové místo Ostrava","Průmyslová ulice, budova bývalého HZS Vítkovice",budova bývalého HZS Vítkovice,776514907,Osoby se žádankou i samoplátce,,Pouze přes webovou aplikaci: http://book.anygence.com,book.anygence.com,Ano,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
216,"Sdružené zdravotnické zařízení Krnov, p.o.","I. P. Pavlova 552/9, Pod Bezručovým vrchem, 794 01 Krnov",,703450217,Osoby se žádankou i samoplátce,,samoplátci telefonicky na: 703 450 217,reservatic.com,Ano,Út 31.8.   Volná kapacita10 z 136     St 1.9.   Volná kapacita 111 z 136     Čt 2.9.   Volná kapacita 111 z 136     Pá 3.9.   Volná kapacita 121 z 136     So 4.9.   Maximální kapacita     Ne 5.9.   Volná kapacita 39 z 60     Po 6.9.   Volná kapacita 119 z 136
217,"Slezská nemocnice v Opavě, p.o.","Olomoucká 470/86, Předměstí, 746 01 Opava","PCR - značený příjezd k drive - in, AG testy - pavilon L v SNO,  https://www.snopava.cz",553766992,Osoby se žádankou i samoplátce,,telefonicky na: 553766992,reservatic.com,Ano,Út 31.8.   Volná kapacita65 z 216     St 1.9.   Volná kapacita 172 z 216     Čt 2.9.   Volná kapacita 151 z 216     Pá 3.9.   Volná kapacita 170 z 216     So 4.9.   Volná kapacita 66 z 120     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 196 z 216
218,"SPADIA LAB, a.s. -  Frýdek-Místek","8. pěšího pluku 85, 738 01 Frýdek-Místek","Poliklinika Místek, 1. NP (vstup bočním schodištěm z ulice Pivovarská)",+420558900321,Samoplátce,,Přes webové stránky,www.spadia.cz,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Žádná data
219,"SPADIA LAB, a.s. -  Ostrava","Lechowiczova 2970/6, 702 00 Moravská Ostrava a Přívoz",,+420724299109,Osoby se žádankou i samoplátce,,Přes webové stránky,www.spadia.cz,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Zavřeno     Po 6.9.   Žádná data
220,"SPADIA LAB, a.s. - odběrové místo Nový Jičín","Máchova 30, 741 01 Nový Jičín",MEDCENTRUM Nový Jičín,+420556794200,Osoby se žádankou i samoplátce,,Přes webové stránky,www.spadia.cz,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Žádná data
221,SYNLAB Ostrava - Ostravar Aréna,"Ruská 3077/135, 700 30 Ostrava - Zábřeh",parcela č. 476/1 (ČEZ Aréna),778752061,Osoby se žádankou i samoplátce,,Přes webové stránky,rezervace-synlab.cz,Ano,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
222,Vítkovická nemocnice,"Zalužanského 1192/15, 703 84, Ostrava-Vítkovice",budova vrátnice Nemocnice AGEL Ostrava-Vítkovice,607079071,Osoby se žádankou i samoplátce,,Přes webové stránky,reservatic.com,Ne,Út 31.8.   Volná kapacita 39 z 40     St 1.9.   Volná kapacita 89 z 90     Čt 2.9.   Volná kapacita 83 z 90     Pá 3.9.   Volná kapacita 84 z 90     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 86 z 90
223,Zdravotní ústav se sídlem v Ostravě,"Partyzánské náměstí 2633/7, Moravská Ostrava",boční vchod z parkoviště,+420596200226,Osoby se žádankou i samoplátce,,Přes webové stránky pro samoplátce a přes Reservatic pro osoby se žádankou,reservatic.com,Ne,Út 31.8.   Zavřeno     St 1.9.   Volná kapacita 128 z 144     Čt 2.9.   Volná kapacita 124 z 144     Pá 3.9.   Zavřeno     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 140 z 144
224,"AGEL Středomoravská nemocniční a.s., Nemocnice AGEL Prostějov","Mathonova 291/1, 796 04 Prostějov","PCR testy - Pavilon D, vlevo od vstupu do Polikliniky; ANTIGENNÍ testy - Odd. plicních nemocí, vchod A2, 1. poschodí",,Osoby se žádankou i samoplátce,,PCR testy i antigenní testy ONLINE,nemocniceprostejov.agel.cz,Ne,Út 31.8.   Volná kapacita24 z 519     St 1.9.   Volná kapacita132 z 351     Čt 2.9.   Volná kapacita159 z 351     Pá 3.9.   Volná kapacita111 z 351     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 207 z 351
225,"AGEL Středomoravská nemocniční a.s., Nemocnice AGEL Přerov","Dvořákova 75, 750 02 Přerov",Pavilon operačních oborů E (přízemí),,Osoby se žádankou i samoplátce,,PCR testy i antigenní testy ONLINE,nemocniceprerov.agel.cz,Ne,Út 31.8.   Volná kapacita288 z 585     St 1.9.   Volná kapacita 282 z 369     Čt 2.9.   Volná kapacita 282 z 369     Pá 3.9.   Volná kapacita 297 z 369     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 318 z 369
226,"AGEL Středomoravská nemocniční a.s., Nemocnice AGEL Šternberk","Jívavská 20, 785 01 Šternberk",Budova pod pavilonem G (LDN) vedle parkoviště u brány 2,,Osoby se žádankou i samoplátce,,PCR testy i antigenní testy ONLINE,nemocnicesternberk.agel.cz,Ne,Út 31.8.   Volná kapacita3 z 252     St 1.9.   Volná kapacita 198 z 297     Čt 2.9.   Volná kapacita 213 z 297     Pá 3.9.   Volná kapacita 180 z 297     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 261 z 297
227,EMA Emergency s.r.o. - odběrové místo Olomouc Šantovka,"Polská 1201/1, 779 00 Olomouc",Venkovní parkoviště P5 (u dětského hřiště) - OC Šantovka,731710084,Osoby se žádankou i samoplátce,,Přes webové stránky,rezervace.aeskulab.cz,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Žádná data
228,Fakultní nemocnice Olomouc - Odběrové místo,"I.P. Pavlova 185/6, 779 00 Olomouc","Hněvotínská 3, budova F (odd. alergologie a klin. imunologie)",739598026,Osoby se žádankou i samoplátce,,"Rezervační systém pro indikované, samoplátce a antigenní testy.",rezervacecovid.fnol.cz,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
